created_at,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor)
2021-08-02T22:25:00+00:00,26.78246,93.55544,18.39537,3968.9258,9285.2188
2021-08-02T22:56:45+00:00,25.80645,97.06328,18.3292,3837.8254,9381.0615
2021-08-02T23:28:26+00:00,25.80645,97.66261,18.34574,3789.7969,9464.1152
2021-08-02T23:30:16+00:00,26.1373,96.76362,18.24648,3785.425,9433.9619
2021-08-02T23:32:06+00:00,26.71629,93.20288,18.29611,3773.9758,9970.2979
2021-08-02T23:33:56+00:00,27.12986,90.41777,18.31266,3792.1997,9436.5811
2021-08-03T00:05:44+00:00,25.80645,96.19954,18.36228,3894.4263,9828.5293
2021-08-03T00:07:32+00:00,26.1373,94.77171,18.19686,3929.7415,9529.5361
2021-08-03T00:09:32+00:00,26.79901,92.4978,18.29611,3931.3352,9433.9619
2021-08-03T00:41:14+00:00,25.80645,96.1114,18.34574,3968.2539,9472.9316
2021-08-03T01:14:37+00:00,26.1373,95.23003,18.19686,4052.3828,9425.1445
2021-08-03T01:17:55+00:00,27.12986,89.23674,18.16377,4024.1614,9416.3281
2021-08-03T01:49:35+00:00,26.07113,95.51207,18.24648,4112.3335,9556.4941
2021-08-03T01:51:35+00:00,26.35235,93.41442,18.16377,4117.3521,9443.1152
2021-08-03T01:53:35+00:00,27.06369,90.10048,18.13069,4108.6924,9499.5498
2021-08-03T01:57:01+00:00,27.79156,86.15195,18.0976,4150.0205,9398.6943
2021-08-03T01:58:57+00:00,27.95699,84.95329,18.34574,4043.8879,9389.8779
2021-08-03T02:30:43+00:00,26.1373,95.12428,18.27957,4083.8418,9472.5195
2021-08-03T03:02:27+00:00,25.80645,99.98943,18.24648,3447.4526,9302.8525
2021-08-03T03:34:16+00:00,26.30273,98.01517,18.14723,3713.7546,9395.2051
2021-08-03T03:36:07+00:00,26.74938,97.83889,18.19686,3717.6919,9319.9971
2021-08-03T04:08:02+00:00,26.96443,93.55544,18.3292,4403.7852,9365.6465
2021-08-03T04:21:01+00:00,28.99917,80.70509,18.42845,4924.3838,9503.085
2021-08-03T05:02:32+00:00,29.13151,79.10101,18.54425,6660.3271,9416.4971
2021-08-03T05:38:23+00:00,29.16459,80.40543,18.69313,8591.4688,9363.4277
2021-08-03T05:50:01+00:00,30.66998,73.98907,18.79239,8166.8843,9403.8594
2021-08-03T06:22:00+00:00,29.77667,76.61555,18.62697,13007.0,9688.5566
2021-08-03T06:53:39+00:00,29.16459,80.5817,18.94127,13049.0,9482.2012
2021-08-03T07:25:23+00:00,28.12242,91.5283,18.77585,6350.4248,9343.2891
2021-08-03T07:30:44+00:00,29.61125,85.74652,18.89165,11094.9,9216.7852
2021-08-03T08:04:06+00:00,32.42349,69.89952,18.90819,13049.0,9381.0615
2021-08-03T08:07:28+00:00,32.75434,67.94289,19.1067,13058.0,9345.7949
2021-08-03T08:39:16+00:00,30.6038,73.65415,19.56989,13130.0,9416.4971
2021-08-03T09:10:57+00:00,29.2804,79.75322,19.61952,13072.0,9743.8252
2021-08-03T09:12:43+00:00,29.61125,79.04812,19.35484,13144.0,9445.5654
2021-08-03T09:44:20+00:00,28.61869,83.82513,19.28867,13078.0,9484.3682
2021-08-03T09:46:03+00:00,28.94954,82.36208,19.43755,13123.0,9372.2451
2021-08-03T09:47:47+00:00,29.44582,79.82372,19.30521,13109.0,9436.749
